"hardware","algorithm","process","size (bytes)","time (s)","throughput (kB/s)","throughput (GB/s)"
mellanox,aes-256-gcm,decryption,64,3,197178.43,0.19717843
mellanox,aes-256-gcm,decryption,256,3,323578.88,0.32357888
mellanox,aes-256-gcm,decryption,1024,3,384461.48,0.38446147999999997
mellanox,aes-256-gcm,decryption,8192,3,402743.3,0.40274329999999997
mellanox,aes-256-gcm,decryption,16384,3,405919.06,0.40591906
mellanox,aes-256-gcm,decryption,16,3,72845.32,0.07284532
mellanox,aes-256-gcm,decryption,64,3,197470.7,0.1974707
mellanox,aes-256-gcm,decryption,256,3,306116.78,0.30611678000000003
mellanox,aes-256-gcm,decryption,1024,3,384442.37,0.38444237
mellanox,aes-256-gcm,decryption,8192,3,404785.83,0.40478583
mellanox,aes-256-gcm,decryption,16384,3,404717.57,0.40471757
mellanox,aes-256-gcm,decryption,16,3,72863.7,0.0728637
mellanox,aes-256-gcm,decryption,64,3,197205.1,0.1972051
mellanox,aes-256-gcm,decryption,256,3,323077.89,0.32307789000000003
mellanox,aes-256-gcm,decryption,1024,3,384514.39,0.38451439000000004
mellanox,aes-256-gcm,decryption,8192,3,404111.36,0.40411136
mellanox,aes-256-gcm,decryption,16384,3,406274.05,0.40627405
mellanox,aes-256-gcm,decryption,16,3,72845.83,0.07284583
mellanox,aes-256-gcm,decryption,64,3,197145.0,0.197145
mellanox,aes-256-gcm,decryption,256,3,323603.46,0.32360346
mellanox,aes-256-gcm,decryption,1024,3,384511.32,0.38451132
mellanox,aes-256-gcm,decryption,8192,3,401954.13,0.40195413
mellanox,aes-256-gcm,decryption,16384,3,405842.6,0.4058426
mellanox,aes-256-gcm,decryption,16,3,72704.07,0.07270407000000001
mellanox,aes-256-gcm,decryption,64,3,197439.94,0.19743994
mellanox,aes-256-gcm,decryption,256,3,323624.02,0.32362402
mellanox,aes-256-gcm,decryption,1024,3,384461.14,0.38446114000000003
mellanox,aes-256-gcm,decryption,8192,3,403671.72,0.40367171999999996
mellanox,aes-256-gcm,decryption,16384,3,403128.32,0.40312832
mellanox,aes-256-gcm,decryption,16,3,72781.61,0.07278161
mellanox,aes-256-gcm,decryption,64,3,197447.51,0.19744751000000002
mellanox,aes-256-gcm,decryption,256,3,323545.94,0.32354594
mellanox,aes-256-gcm,decryption,1024,3,384443.05,0.38444305
mellanox,aes-256-gcm,decryption,8192,3,404490.92,0.40449092
mellanox,aes-256-gcm,decryption,16384,3,404843.18,0.40484317999999997
mellanox,aes-256-gcm,decryption,16,3,72821.22,0.07282122
mellanox,aes-256-gcm,decryption,64,3,197430.68,0.19743068
mellanox,aes-256-gcm,decryption,256,3,323546.2,0.3235462
mellanox,aes-256-gcm,decryption,1024,3,383783.94,0.38378394
mellanox,aes-256-gcm,decryption,8192,3,404545.54,0.40454554
mellanox,aes-256-gcm,decryption,16384,3,405460.31,0.40546031
mellanox,aes-256-gcm,decryption,16,3,72878.92,0.07287892
mellanox,aes-256-gcm,decryption,64,3,197482.47,0.19748247
mellanox,aes-256-gcm,decryption,256,3,323048.87,0.32304887
mellanox,aes-256-gcm,decryption,1024,3,384473.43,0.38447343
mellanox,aes-256-gcm,decryption,8192,3,401154.05,0.40115405
mellanox,aes-256-gcm,decryption,16384,3,406530.73,0.40653073
mellanox,aes-256-gcm,decryption,16,3,72794.81,0.07279481
mellanox,aes-256-gcm,decryption,64,3,197177.75,0.19717775
mellanox,aes-256-gcm,decryption,256,3,323552.94,0.32355294
mellanox,aes-256-gcm,decryption,1024,3,384505.86,0.38450586
mellanox,aes-256-gcm,decryption,8192,3,404679.34,0.40467934
mellanox,aes-256-gcm,decryption,16384,3,406323.2,0.4063232
mellanox,aes-256-gcm,decryption,16,3,72800.38,0.07280038
mellanox,aes-256-gcm,decryption,64,3,197491.11,0.19749111
mellanox,aes-256-gcm,decryption,256,3,323564.46,0.32356446
mellanox,aes-256-gcm,decryption,1024,3,384476.5,0.3844765
mellanox,aes-256-gcm,decryption,8192,3,400353.96,0.40035396
mellanox,aes-256-gcm,decryption,16384,3,404646.57,0.40464657
mellanox,aes-256-gcm,decryption,16,3,72842.07,0.07284207000000001
mellanox,aes-256-gcm,decryption,64,3,197454.44,0.19745444
mellanox,aes-256-gcm,decryption,256,3,323555.84,0.32355584000000004
mellanox,aes-256-gcm,decryption,1024,3,384347.48,0.38434747999999996
mellanox,aes-256-gcm,decryption,8192,3,400408.58,0.40040858
mellanox,aes-256-gcm,decryption,16384,3,405285.55,0.40528555
mellanox,aes-256-gcm,decryption,16,3,72819.88,0.07281988
mellanox,aes-256-gcm,decryption,64,3,197441.15,0.19744114999999998
mellanox,aes-256-gcm,decryption,256,3,320065.28,0.32006528
mellanox,aes-256-gcm,decryption,1024,3,383881.56,0.38388156
mellanox,aes-256-gcm,decryption,8192,3,404327.08,0.40432708
mellanox,aes-256-gcm,decryption,16384,3,405067.09,0.40506709
mellanox,aes-256-gcm,decryption,16,3,72847.51,0.07284750999999999
mellanox,aes-256-gcm,decryption,64,3,197472.28,0.19747228
mellanox,aes-256-gcm,decryption,256,3,323078.49,0.32307849
mellanox,aes-256-gcm,decryption,1024,3,384484.35,0.38448435
mellanox,aes-256-gcm,decryption,8192,3,403204.78,0.40320478000000004
mellanox,aes-256-gcm,decryption,16384,3,401446.23,0.40144622999999996
mellanox,aes-256-cbc,decryption,16,3,102936.33,0.10293633
mellanox,aes-256-cbc,decryption,64,3,278859.46,0.27885946
mellanox,aes-256-cbc,decryption,256,3,504635.82,0.50463582
mellanox,aes-256-cbc,decryption,1024,3,624017.41,0.62401741
mellanox,aes-256-cbc,decryption,8192,3,683144.53,0.6831445300000001
mellanox,aes-256-cbc,decryption,16384,3,686140.07,0.68614007
mellanox,aes-256-cbc,decryption,16,3,102691.63,0.10269163
mellanox,aes-256-cbc,decryption,64,3,278952.0,0.278952
mellanox,aes-256-cbc,decryption,256,3,504652.46,0.50465246
mellanox,aes-256-cbc,decryption,1024,3,623999.32,0.6239993199999999
mellanox,aes-256-cbc,decryption,8192,3,666129.75,0.66612975
mellanox,aes-256-cbc,decryption,16384,3,670542.51,0.67054251
mellanox,aes-256-cbc,decryption,16,3,102934.74,0.10293474000000001
mellanox,aes-256-cbc,decryption,64,3,278887.96,0.27888796000000005
mellanox,aes-256-cbc,decryption,256,3,504640.09,0.50464009
mellanox,aes-256-cbc,decryption,1024,3,624000.68,0.6240006800000001
mellanox,aes-256-cbc,decryption,8192,3,680777.05,0.68077705
mellanox,aes-256-cbc,decryption,16384,3,666009.6,0.6660096
mellanox,aes-256-cbc,decryption,16,3,102928.47,0.10292847000000001
mellanox,aes-256-cbc,decryption,64,3,278865.66,0.27886565999999996
mellanox,aes-256-cbc,decryption,256,3,504641.79,0.50464179
mellanox,aes-256-cbc,decryption,1024,3,623765.16,0.62376516
mellanox,aes-256-cbc,decryption,8192,3,683122.69,0.6831226899999999
mellanox,aes-256-cbc,decryption,16384,3,666288.13,0.66628813
mellanox,aes-256-cbc,decryption,16,3,102937.35,0.10293735000000001
mellanox,aes-256-cbc,decryption,64,3,278895.08,0.27889508
mellanox,aes-256-cbc,decryption,256,3,504452.1,0.5044521
mellanox,aes-256-cbc,decryption,1024,3,623989.76,0.6239897600000001
mellanox,aes-256-cbc,decryption,8192,3,683152.73,0.68315273
mellanox,aes-256-cbc,decryption,16384,3,682513.75,0.68251375
mellanox,aes-256-cbc,decryption,16,3,102933.25,0.10293325
mellanox,aes-256-cbc,decryption,64,3,278558.81,0.27855881
mellanox,aes-256-cbc,decryption,256,3,504642.05,0.50464205
mellanox,aes-256-cbc,decryption,1024,3,623988.05,0.62398805
mellanox,aes-256-cbc,decryption,8192,3,669990.91,0.66999091
mellanox,aes-256-cbc,decryption,16384,3,683458.56,0.68345856
mellanox,aes-256-cbc,decryption,16,3,102783.98,0.10278398
mellanox,aes-256-cbc,decryption,64,3,278965.89,0.27896589
mellanox,aes-256-cbc,decryption,256,3,504640.34,0.50464034
mellanox,aes-256-cbc,decryption,1024,3,623999.66,0.6239996600000001
mellanox,aes-256-cbc,decryption,8192,3,683100.84,0.6831008399999999
mellanox,aes-256-cbc,decryption,16384,3,681568.94,0.6815689399999999
mellanox,aes-256-cbc,decryption,16,3,102930.53,0.10293052999999999
mellanox,aes-256-cbc,decryption,64,3,278924.31,0.27892431
mellanox,aes-256-cbc,decryption,256,3,504502.44,0.50450244
mellanox,aes-256-cbc,decryption,1024,3,624025.94,0.6240259399999999
mellanox,aes-256-cbc,decryption,8192,3,675545.09,0.67554509
mellanox,aes-256-cbc,decryption,16384,3,679799.47,0.67979947
mellanox,aes-256-cbc,decryption,16,3,102933.24,0.10293324000000001
mellanox,aes-256-cbc,decryption,64,3,278978.15,0.27897815000000004
mellanox,aes-256-cbc,decryption,256,3,504664.66,0.50466466
mellanox,aes-256-cbc,decryption,1024,3,622953.13,0.62295313
mellanox,aes-256-cbc,decryption,8192,3,683141.8,0.6831418
mellanox,aes-256-cbc,decryption,16384,3,662749.18,0.66274918
mellanox,aes-256-cbc,decryption,16,3,102922.85,0.10292285000000001
mellanox,aes-256-cbc,decryption,64,3,278941.18,0.27894118
mellanox,aes-256-cbc,decryption,256,3,504592.38,0.50459238
mellanox,aes-256-cbc,decryption,1024,3,624020.48,0.62402048
mellanox,aes-256-cbc,decryption,8192,3,683065.34,0.68306534
mellanox,aes-256-cbc,decryption,16384,3,686402.22,0.68640222
mellanox,aes-256-cbc,decryption,16,3,102933.74,0.10293374000000001
mellanox,aes-256-cbc,decryption,64,3,278497.37,0.27849737
mellanox,aes-256-cbc,decryption,256,3,504454.31,0.50445431
mellanox,aes-256-cbc,decryption,1024,3,623960.41,0.62396041
mellanox,aes-256-cbc,decryption,8192,3,683152.73,0.68315273
mellanox,aes-256-cbc,decryption,16384,3,683742.55,0.6837425500000001
mellanox,aes-256-cbc,decryption,16,3,102756.99,0.10275699
mellanox,aes-256-cbc,decryption,64,3,278861.59,0.27886159000000005
mellanox,aes-256-cbc,decryption,256,3,504611.5,0.5046115
mellanox,aes-256-cbc,decryption,1024,3,624053.25,0.62405325
mellanox,aes-256-cbc,decryption,8192,3,683070.81,0.68307081
mellanox,aes-256-cbc,decryption,16384,3,667391.32,0.6673913199999999
mellanox,aes-256-cbc,decryption,16,3,102867.95,0.10286795
mellanox,aes-256-cbc,decryption,64,3,278864.87,0.27886487
mellanox,aes-256-cbc,decryption,256,3,504589.74,0.50458974
mellanox,aes-256-cbc,decryption,1024,3,624060.76,0.62406076
mellanox,aes-256-cbc,decryption,8192,3,679750.31,0.6797503100000001
mellanox,aes-256-cbc,decryption,16384,3,680864.43,0.6808644300000001
mellanox,aes-256-cbc,decryption,16,3,72947.88,0.07294788
mellanox,aes-256-cbc,decryption,64,3,278865.34,0.27886534
mellanox,aes-256-cbc,decryption,256,3,504600.66,0.5046006599999999
mellanox,aes-256-cbc,decryption,1024,3,622949.72,0.6229497199999999
mellanox,aes-256-cbc,decryption,8192,3,678070.95,0.67807095
mellanox,aes-256-cbc,decryption,16384,3,686221.99,0.68622199
mellanox,aes-256-cbc,decryption,16,3,102863.29,0.10286329
mellanox,aes-256-cbc,decryption,64,3,278955.11,0.27895511
mellanox,aes-256-cbc,decryption,256,3,503753.64,0.50375364
mellanox,aes-256-cbc,decryption,1024,3,623997.27,0.62399727
mellanox,aes-256-cbc,decryption,8192,3,683152.73,0.68315273
mellanox,aes-256-cbc,decryption,16384,3,665425.24,0.66542524
mellanox,aes-256-cbc,decryption,16,3,102929.14,0.10292914
mellanox,aes-256-cbc,decryption,64,3,278463.32,0.27846332
mellanox,aes-256-cbc,decryption,256,3,504653.82,0.50465382
mellanox,aes-256-cbc,decryption,1024,3,624032.77,0.62403277
mellanox,aes-256-cbc,decryption,8192,3,682980.69,0.68298069
mellanox,aes-256-cbc,decryption,16384,3,686227.46,0.68622746
mellanox,aes-256-cbc,decryption,16,3,102703.74,0.10270374
mellanox,aes-256-cbc,decryption,64,3,278995.67,0.27899567
mellanox,aes-256-cbc,decryption,256,3,504653.23,0.50465323
mellanox,aes-256-cbc,decryption,1024,3,623994.2,0.6239941999999999
mellanox,aes-256-cbc,decryption,8192,3,683133.61,0.68313361
mellanox,aes-256-cbc,decryption,16384,3,672077.14,0.67207714
mellanox,aes-256-cbc,decryption,16,3,102861.38,0.10286138
mellanox,aes-256-cbc,decryption,64,3,278948.91,0.27894891
mellanox,aes-256-cbc,decryption,256,3,504446.04,0.5044460399999999
mellanox,aes-256-cbc,decryption,1024,3,624010.24,0.6240102399999999
mellanox,aes-256-cbc,decryption,8192,3,678232.06,0.67823206
mellanox,aes-256-cbc,decryption,16384,3,679662.93,0.67966293
mellanox,aes-256-cbc,decryption,16,3,102936.73,0.10293672999999999
mellanox,aes-256-cbc,decryption,64,3,278956.8,0.2789568
mellanox,aes-256-cbc,decryption,256,3,504617.22,0.50461722
mellanox,aes-256-cbc,decryption,1024,3,623059.29,0.62305929
mellanox,aes-256-cbc,decryption,8192,3,682609.32,0.68260932
mellanox,aes-256-cbc,decryption,16384,3,685249.88,0.68524988
mellanox,aes-256-cbc,decryption,16,3,102934.75,0.10293475
mellanox,aes-256-cbc,decryption,64,3,278873.26,0.27887326
mellanox,aes-256-cbc,decryption,256,3,503825.32,0.50382532
mellanox,aes-256-cbc,decryption,1024,3,623999.32,0.6239993199999999
mellanox,aes-256-cbc,decryption,8192,3,677224.45,0.67722445
mellanox,aes-256-cbc,decryption,16384,3,681585.32,0.6815853199999999
mellanox,chacha20-poly1305,decryption,16,3,40322.87,0.040322870000000004
mellanox,chacha20-poly1305,decryption,64,3,64038.63,0.06403863
mellanox,chacha20-poly1305,decryption,256,3,117968.64,0.11796864
mellanox,chacha20-poly1305,decryption,1024,3,137124.52,0.13712452
mellanox,chacha20-poly1305,decryption,8192,3,141598.72,0.14159872
mellanox,chacha20-poly1305,decryption,16384,3,140001.28,0.14000128
mellanox,chacha20-poly1305,decryption,16,3,40270.29,0.04027029
mellanox,chacha20-poly1305,decryption,64,3,64139.56,0.06413956
mellanox,chacha20-poly1305,decryption,256,3,117969.58,0.11796958
mellanox,chacha20-poly1305,decryption,1024,3,137160.02,0.13716002
mellanox,chacha20-poly1305,decryption,8192,3,141197.31,0.14119731
mellanox,chacha20-poly1305,decryption,16384,3,140350.81,0.14035081
mellanox,chacha20-poly1305,decryption,16,3,40325.78,0.04032578
mellanox,chacha20-poly1305,decryption,64,3,64126.95,0.06412695
mellanox,chacha20-poly1305,decryption,256,3,117980.16,0.11798016
mellanox,chacha20-poly1305,decryption,1024,3,137117.01,0.13711701
mellanox,chacha20-poly1305,decryption,8192,3,139258.54,0.13925854000000001
mellanox,chacha20-poly1305,decryption,16384,3,141716.14,0.14171614000000002
mellanox,chacha20-poly1305,decryption,16,3,40320.18,0.04032018
mellanox,chacha20-poly1305,decryption,64,3,64136.41,0.06413641
mellanox,chacha20-poly1305,decryption,256,3,118556.84,0.11855684
mellanox,chacha20-poly1305,decryption,1024,3,136933.72,0.13693372
mellanox,chacha20-poly1305,decryption,8192,3,141623.3,0.14162329999999998
mellanox,chacha20-poly1305,decryption,16384,3,141858.13,0.14185813
mellanox,chacha20-poly1305,decryption,16,3,40324.79,0.04032479
mellanox,chacha20-poly1305,decryption,64,3,64130.15,0.06413015
mellanox,chacha20-poly1305,decryption,256,3,117959.68,0.11795968
mellanox,chacha20-poly1305,decryption,1024,3,137159.34,0.13715934
mellanox,chacha20-poly1305,decryption,8192,3,141082.62,0.14108262
mellanox,chacha20-poly1305,decryption,16384,3,140929.71,0.14092970999999999
mellanox,chacha20-poly1305,decryption,16,3,40320.41,0.04032041
mellanox,chacha20-poly1305,decryption,64,3,64038.1,0.0640381
mellanox,chacha20-poly1305,decryption,256,3,117949.18,0.11794917999999999
mellanox,chacha20-poly1305,decryption,1024,3,136909.14,0.13690914
mellanox,chacha20-poly1305,decryption,8192,3,141410.3,0.1414103
mellanox,chacha20-poly1305,decryption,16384,3,140498.26,0.14049826
mellanox,chacha20-poly1305,decryption,16,3,40256.98,0.040256980000000005
mellanox,chacha20-poly1305,decryption,64,3,64126.31,0.06412630999999999
mellanox,chacha20-poly1305,decryption,256,3,118583.81,0.11858381
mellanox,chacha20-poly1305,decryption,1024,3,137151.49,0.13715149
mellanox,chacha20-poly1305,decryption,8192,3,141615.1,0.1416151
mellanox,chacha20-poly1305,decryption,16384,3,140569.26,0.14056926
mellanox,chacha20-poly1305,decryption,16,3,40324.43,0.04032443
mellanox,chacha20-poly1305,decryption,64,3,64086.89,0.06408689
mellanox,chacha20-poly1305,decryption,256,3,117987.5,0.1179875
mellanox,chacha20-poly1305,decryption,1024,3,137166.85,0.13716685
mellanox,chacha20-poly1305,decryption,8192,3,141385.73,0.14138573000000002
mellanox,chacha20-poly1305,decryption,16384,3,141694.29,0.14169429
mellanox,chacha20-poly1305,decryption,16,3,40324.45,0.04032445
mellanox,chacha20-poly1305,decryption,64,3,64125.78,0.06412578
mellanox,chacha20-poly1305,decryption,256,3,117972.57,0.11797257000000001
mellanox,chacha20-poly1305,decryption,1024,3,137162.75,0.13716275
mellanox,chacha20-poly1305,decryption,8192,3,141164.54,0.14116454
mellanox,chacha20-poly1305,decryption,16384,3,140072.28,0.14007228
mellanox,chacha20-poly1305,decryption,16,3,40322.31,0.04032231
mellanox,chacha20-poly1305,decryption,64,3,64139.48,0.06413948
mellanox,chacha20-poly1305,decryption,256,3,117771.78,0.11777177999999999
mellanox,chacha20-poly1305,decryption,1024,3,137123.84,0.13712384
mellanox,chacha20-poly1305,decryption,8192,3,141456.73,0.14145673
mellanox,chacha20-poly1305,decryption,16384,3,141104.47,0.14110447
mellanox,chacha20-poly1305,decryption,16,3,40325.74,0.04032574
mellanox,chacha20-poly1305,decryption,64,3,64136.68,0.06413668
mellanox,chacha20-poly1305,decryption,256,3,117963.43,0.11796343
mellanox,chacha20-poly1305,decryption,1024,3,137128.96,0.13712896
mellanox,chacha20-poly1305,decryption,8192,3,141565.95,0.14156595000000002
mellanox,chacha20-poly1305,decryption,16384,3,140257.96,0.14025796
mellanox,chacha20-poly1305,decryption,16,3,40259.5,0.0402595
mellanox,chacha20-poly1305,decryption,64,3,64135.87,0.06413587
mellanox,chacha20-poly1305,decryption,256,3,117966.93,0.11796693
mellanox,chacha20-poly1305,decryption,1024,3,136897.19,0.13689719
mellanox,chacha20-poly1305,decryption,8192,3,140391.77,0.14039177
mellanox,chacha20-poly1305,decryption,16384,3,141535.91,0.14153591000000001
mellanox,chacha20-poly1305,decryption,16,3,40318.88,0.040318879999999994
mellanox,chacha20-poly1305,decryption,64,3,64117.25,0.06411725
mellanox,chacha20-poly1305,decryption,256,3,117956.52,0.11795652000000001
mellanox,chacha20-poly1305,decryption,1024,3,136877.74,0.13687774
mellanox,chacha20-poly1305,decryption,8192,3,141358.42,0.14135842
mellanox,chacha20-poly1305,decryption,16384,3,141131.78,0.14113178
mellanox,chacha20-poly1305,decryption,16,3,40322.81,0.04032281
mellanox,chacha20-poly1305,decryption,64,3,64132.59,0.06413259
mellanox,chacha20-poly1305,decryption,256,3,118557.1,0.11855710000000001
mellanox,chacha20-poly1305,decryption,1024,3,136934.74,0.13693474
mellanox,chacha20-poly1305,decryption,8192,3,141407.57,0.14140757
mellanox,chacha20-poly1305,decryption,16384,3,141776.21,0.14177620999999999
mellanox,chacha20-poly1305,decryption,16,3,40323.89,0.04032389
mellanox,chacha20-poly1305,decryption,64,3,64119.55,0.06411955
mellanox,chacha20-poly1305,decryption,256,3,117768.7,0.1177687
mellanox,chacha20-poly1305,decryption,1024,3,137157.63,0.13715763
mellanox,chacha20-poly1305,decryption,8192,3,141224.62,0.14122462
mellanox,chacha20-poly1305,decryption,16384,3,140864.17,0.14086417
mellanox,chacha20-poly1305,decryption,16,3,40325.1,0.040325099999999996
mellanox,chacha20-poly1305,decryption,64,3,64024.15,0.06402415
mellanox,chacha20-poly1305,decryption,256,3,117977.09,0.11797708999999999
mellanox,chacha20-poly1305,decryption,1024,3,136874.67,0.13687467
mellanox,chacha20-poly1305,decryption,8192,3,141579.61,0.14157961
mellanox,chacha20-poly1305,decryption,16384,3,141000.7,0.1410007
mellanox,chacha20-poly1305,decryption,16,3,40262.57,0.04026257
mellanox,chacha20-poly1305,decryption,64,3,64133.53,0.06413353
mellanox,chacha20-poly1305,decryption,256,3,118569.73,0.11856973
mellanox,chacha20-poly1305,decryption,1024,3,137123.84,0.13712384
mellanox,chacha20-poly1305,decryption,8192,3,141585.07,0.14158507
mellanox,chacha20-poly1305,decryption,16384,3,141492.22,0.14149222
mellanox,chacha20-poly1305,decryption,16,3,40324.53,0.04032453
mellanox,chacha20-poly1305,decryption,64,3,64105.09,0.06410508999999999
mellanox,chacha20-poly1305,decryption,256,3,117974.27,0.11797427
mellanox,chacha20-poly1305,decryption,1024,3,137151.83,0.13715182999999997
mellanox,chacha20-poly1305,decryption,8192,3,141574.14,0.14157414000000001
mellanox,chacha20-poly1305,decryption,16384,3,140410.88,0.14041088000000002
mellanox,chacha20-poly1305,decryption,16,3,40322.82,0.04032282
mellanox,chacha20-poly1305,decryption,64,3,64135.42,0.06413542
mellanox,chacha20-poly1305,decryption,256,3,117994.92,0.11799492
mellanox,chacha20-poly1305,decryption,1024,3,136880.13,0.13688013000000002
mellanox,chacha20-poly1305,decryption,8192,3,141235.54,0.14123554000000002
mellanox,chacha20-poly1305,decryption,16384,3,141808.98,0.14180898
mellanox,chacha20-poly1305,decryption,16,3,40325.17,0.04032517
mellanox,chacha20-poly1305,decryption,64,3,64118.74,0.06411874
mellanox,chacha20-poly1305,decryption,256,3,118382.34,0.11838234
mellanox,chacha20-poly1305,decryption,1024,3,137128.28,0.13712828
mellanox,chacha20-poly1305,decryption,8192,3,141533.18,0.14153317999999998
mellanox,chacha20-poly1305,decryption,16384,3,139853.82,0.13985382000000002
mellanox,sha256,encryption,16,3,16485.63,0.01648563
mellanox,sha256,encryption,64,3,56088.21,0.05608821
mellanox,sha256,encryption,256,3,158399.4,0.1583994
mellanox,sha256,encryption,1024,3,291254.61,0.29125460999999997
mellanox,sha256,encryption,8192,3,380343.64,0.38034364000000004
mellanox,sha256,encryption,16384,3,386859.01,0.38685901
mellanox,sha256,encryption,16,3,16492.43,0.01649243
mellanox,sha256,encryption,64,3,56900.95,0.05690095
mellanox,sha256,encryption,256,3,160134.57,0.16013457
mellanox,sha256,encryption,1024,3,291222.19,0.29122219
mellanox,sha256,encryption,8192,3,379630.93,0.37963093
mellanox,sha256,encryption,16384,3,384182.95,0.38418295
mellanox,sha256,encryption,16,3,16489.74,0.016489740000000003
mellanox,sha256,encryption,64,3,56966.93,0.05696693
mellanox,sha256,encryption,256,3,160119.3,0.1601193
mellanox,sha256,encryption,1024,3,287820.12,0.28782012
mellanox,sha256,encryption,8192,3,376335.02,0.37633502
mellanox,sha256,encryption,16384,3,390376.11,0.39037611
mellanox,sha256,encryption,16,3,16484.28,0.01648428
mellanox,sha256,encryption,64,3,56167.49,0.05616749
mellanox,sha256,encryption,256,3,160120.66,0.16012066
mellanox,sha256,encryption,1024,3,291248.13,0.29124813
mellanox,sha256,encryption,8192,3,380305.41,0.38030540999999995
mellanox,sha256,encryption,16384,3,385630.21,0.38563021000000003
mellanox,sha256,encryption,16,3,16435.71,0.01643571
mellanox,sha256,encryption,64,3,56980.31,0.05698031
mellanox,sha256,encryption,256,3,158590.04,0.15859004000000002
mellanox,sha256,encryption,1024,3,285282.65,0.28528265
mellanox,sha256,encryption,8192,3,382394.37,0.38239437
mellanox,sha256,encryption,16384,3,387552.6,0.38755259999999997
mellanox,sha256,encryption,16,3,16487.39,0.01648739
mellanox,sha256,encryption,64,3,53881.71,0.05388171
mellanox,sha256,encryption,256,3,160129.11,0.16012911
mellanox,sha256,encryption,1024,3,287538.18,0.28753818
mellanox,sha256,encryption,8192,3,381575.17,0.38157516999999996
mellanox,sha256,encryption,16384,3,386334.72,0.38633471999999996
mellanox,sha256,encryption,16,3,16486.66,0.01648666
mellanox,sha256,encryption,64,3,56349.03,0.05634903
mellanox,sha256,encryption,256,3,160108.03,0.16010803
mellanox,sha256,encryption,1024,3,291233.79,0.29123379
mellanox,sha256,encryption,8192,3,381556.05,0.38155605
mellanox,sha256,encryption,16384,3,384734.55,0.38473455
mellanox,sha256,encryption,16,3,15795.65,0.01579565
mellanox,sha256,encryption,64,3,56986.54,0.05698654
mellanox,sha256,encryption,256,3,160094.29,0.16009429
mellanox,sha256,encryption,1024,3,291275.09,0.29127509
mellanox,sha256,encryption,8192,3,381520.55,0.38152055
mellanox,sha256,encryption,16384,3,386050.73,0.38605073
mellanox,sha256,encryption,16,3,16245.07,0.01624507
mellanox,sha256,encryption,64,3,56425.94,0.05642594
mellanox,sha256,encryption,256,3,159917.74,0.15991774
mellanox,sha256,encryption,1024,3,291256.32,0.29125632
mellanox,sha256,encryption,8192,3,381670.74,0.38167074
mellanox,sha256,encryption,16384,3,386575.02,0.38657502
mellanox,sha256,encryption,16,3,16486.85,0.016486849999999997
mellanox,sha256,encryption,64,3,56992.77,0.05699277
mellanox,sha256,encryption,256,3,160110.17,0.16011017000000002
mellanox,sha256,encryption,1024,3,291222.19,0.29122219
mellanox,sha256,encryption,8192,3,381547.86,0.38154785999999996
mellanox,sha256,encryption,16384,3,384963.93,0.38496393
mellanox,sha256,encryption,16,3,16489.92,0.016489919999999998
mellanox,sha256,encryption,64,3,54663.77,0.054663769999999993
mellanox,sha256,encryption,256,3,160100.69,0.16010069
mellanox,sha256,encryption,1024,3,291253.93,0.29125393
mellanox,sha256,encryption,8192,3,382367.06,0.38236706
mellanox,sha256,encryption,16384,3,384292.18,0.38429218
mellanox,sha256,encryption,16,3,16486.77,0.01648677
mellanox,sha256,encryption,64,3,56943.47,0.05694347
mellanox,sha256,encryption,256,3,160069.55,0.16006954999999998
mellanox,sha256,encryption,1024,3,291244.37,0.29124437
mellanox,sha256,encryption,8192,3,382337.02,0.38233702
mellanox,sha256,encryption,16384,3,386744.32,0.38674432000000003
mellanox,sha256,encryption,16,3,16400.56,0.01640056
mellanox,sha256,encryption,64,3,56958.29,0.05695829
mellanox,sha256,encryption,256,3,160128.94,0.16012894
mellanox,sha256,encryption,1024,3,291273.73,0.29127373
mellanox,sha256,encryption,8192,3,381547.86,0.38154785999999996
mellanox,sha256,encryption,16384,3,385974.27,0.38597427
mellanox,sha256,encryption,16,3,16489.39,0.01648939
mellanox,sha256,encryption,64,3,54617.47,0.05461747
mellanox,sha256,encryption,256,3,160094.55,0.16009455
mellanox,sha256,encryption,1024,3,287534.08,0.28753408
mellanox,sha256,encryption,8192,3,382151.34,0.38215134
mellanox,sha256,encryption,16384,3,387978.58,0.38797858
mellanox,sha256,encryption,16,3,16493.55,0.01649355
mellanox,sha256,encryption,64,3,56410.05,0.05641005
mellanox,sha256,encryption,256,3,160098.9,0.1600989
mellanox,sha256,encryption,1024,3,291233.11,0.29123310999999996
mellanox,sha256,encryption,8192,3,378380.29,0.37838028999999995
mellanox,sha256,encryption,16384,3,387700.05,0.38770004999999996
mellanox,sha256,encryption,16,3,15720.81,0.015720809999999998
mellanox,sha256,encryption,64,3,56950.06,0.05695006
mellanox,sha256,encryption,256,3,160102.49,0.16010249
mellanox,sha256,encryption,1024,3,291261.1,0.2912611
mellanox,sha256,encryption,8192,3,381558.78,0.38155878000000004
mellanox,sha256,encryption,16384,3,384111.96,0.38411196000000003
mellanox,sha256,encryption,16,3,16490.92,0.01649092
mellanox,sha256,encryption,64,3,56965.25,0.05696525
mellanox,sha256,encryption,256,3,160095.23,0.16009523
mellanox,sha256,encryption,1024,3,287483.56,0.28748355999999997
mellanox,sha256,encryption,8192,3,377711.27,0.37771127000000004
mellanox,sha256,encryption,16384,3,389005.31,0.38900531
